1	00:00:13	4009259008
2	00:00:22	4130512896
3	00:00:31	4233588736
4	00:00:40	4358180864
5	00:00:49	4464553984
6	00:00:58	4585226240
7	00:01:07	4709330944
8	00:01:17	4837113856
9	00:01:26	4927352832
10	00:01:36	5034315776
11	00:01:45	5157429248
12	00:01:55	5288349696
13	00:02:05	5406900224
14	00:02:15	5537984512
15	00:02:25	5637459968
16	00:02:36	5731184640
17	00:02:46	5850542080
18	00:02:57	5968101376
19	00:03:07	6098280448
20	00:03:18	6232465408
21	00:03:29	6456975360
22	00:03:40	6595731456
23	00:03:51	6717919232
24	00:04:02	6716219392
25	00:04:14	6777098240
26	00:04:25	6895210496
27	00:04:38	7048200192
28	00:04:50	7198715904
29	00:05:03	7362289664
30	00:05:15	7518367744
31	00:05:26	7651864576
32	00:05:39	7592042496
33	00:05:52	7665618944
34	00:06:04	7799361536
35	00:06:18	7970394112
36	00:06:30	8111366144
37	00:06:44	8268144640
38	00:06:55	8403316736
39	00:07:09	8573153280
40	00:07:24	8549875712
41	00:07:38	8615493632
42	00:07:53	8738291712
43	00:08:08	8925663232
44	00:08:22	9078603776
45	00:08:37	9264697344
46	00:08:49	9400586240
47	00:09:05	9300660224
48	00:09:22	9363435520
49	00:09:37	9524617216
50	00:09:53	9432776704
51	00:10:16	9596387328
52	00:10:33	9803608064
53	00:10:49	9711837184
54	00:11:04	9784537088
55	00:11:20	9907208192
56	00:11:37	10118975488
57	00:11:52	10288582656
58	00:12:09	10479435776
59	00:12:29	10433732608
60	00:12:46	10501971968
61	00:13:00	10619518976
62	00:13:17	10752323584
63	00:13:36	10979672064
64	00:13:57	11215896576
65	00:14:17	11128147968
66	00:14:39	11229204480
67	00:15:00	11462443008
68	00:15:18	11678183424
69	00:15:33	11819069440
70	00:15:54	11665879040
71	00:16:15	11742785536
72	00:16:36	11947995136
73	00:16:58	12206112768
74	00:17:19	12460822528
75	00:17:41	12131057664
76	00:17:58	12244373504
77	00:18:20	12455342080
78	00:18:42	12707209216
79	00:19:04	12608471040
80	00:19:27	12674310144
81	00:19:49	12891361280
82	00:20:17	13126254592
83	00:20:44	13050806272
84	00:21:00	13166632960
85	00:21:25	13423280128
86	00:21:50	13810765824
87	00:22:15	14162415616
88	00:22:43	14102446080
89	00:23:08	14334443520
90	00:23:36	14789771264
91	00:24:01	15288848384
92	00:24:25	14985084928
93	00:24:50	15090786304
94	00:25:16	15436865536
95	00:25:46	15431749632
96	00:26:16	15720960000
97	00:26:44	16053649408
98	00:27:18	15793487872
99	00:27:51	15834566656
