1	00:00:13	6263394304
2	00:00:21	6319697920
3	00:00:30	6415826944
4	00:00:39	6535233536
5	00:00:48	6633299968
6	00:00:57	6756581376
7	00:01:06	6875852800
8	00:01:15	6991147008
9	00:01:24	7089868800
10	00:01:33	7191703552
11	00:01:43	7308410880
12	00:01:52	7440515072
13	00:02:02	7559938048
14	00:02:12	7696470016
15	00:02:22	7800164352
16	00:02:32	7896883200
17	00:02:43	8004939776
18	00:02:53	8109236224
19	00:03:04	8240115712
20	00:03:14	8369512448
21	00:03:25	8503123968
22	00:03:36	8655200256
23	00:03:46	8775593984
24	00:03:57	8818458624
25	00:04:10	8836612096
26	00:04:23	9240473600
27	00:04:35	9231261696
28	00:04:46	9357611008
29	00:04:59	9346469888
30	00:05:11	9469091840
31	00:05:21	9600610304
32	00:05:34	9342382080
33	00:05:47	9270079488
34	00:06:00	9379483648
35	00:06:12	9545302016
36	00:06:25	9692286976
37	00:06:39	9858666496
38	00:06:50	9990610944
39	00:07:03	10154356736
40	00:07:18	10159579136
41	00:07:31	10215116800
42	00:07:46	10328117248
43	00:08:00	10465308672
44	00:08:15	10638589952
45	00:08:30	10828226560
46	00:08:42	10963439616
47	00:08:58	10828578816
48	00:09:14	10871914496
49	00:09:30	10978758656
50	00:09:45	11141406720
51	00:10:09	11246456832
52	00:10:26	11457019904
53	00:10:45	11486121984
54	00:11:01	11564466176
55	00:11:17	11589767168
56	00:11:34	11703676928
57	00:11:51	11918127104
58	00:12:08	12126277632
59	00:12:28	12121968640
60	00:12:44	12180135936
61	00:12:57	12282454016
62	00:13:16	12399644672
63	00:13:35	12585050112
64	00:13:53	12777136128
65	00:14:14	12764241920
66	00:14:34	12846067712
67	00:14:53	12958711808
68	00:15:13	13133516800
69	00:15:27	13278990336
70	00:15:48	13271195648
71	00:16:08	13347061760
72	00:16:29	13455175680
73	00:16:49	13577359360
74	00:17:10	13847740416
75	00:17:32	13803847680
76	00:17:49	13877153792
77	00:18:11	13916569600
78	00:18:33	14107885568
79	00:18:56	14378901504
80	00:19:20	14045888512
81	00:19:42	14171848704
82	00:20:06	14355038208
83	00:20:36	14686117888
84	00:20:53	14657409024
85	00:21:16	14869057536
86	00:21:40	15096520704
87	00:21:59	15292203008
88	00:22:26	15517814784
89	00:22:49	15657660416
90	00:23:15	15998840832
91	00:23:37	16364642304
92	00:24:07	16350175232
93	00:24:30	16532336640
94	00:25:05	16452923392
95	00:25:34	16578465792
96	00:26:00	16451256320
97	00:26:25	16635846656
98	00:26:54	16520400896
99	00:27:21	16509947904
